,Email,Class
5225,"['smile', 'in', 'pleasure', 'smile', 'in', 'pain', 'smile', 'when', 'trouble', 'pours', 'like', 'rain', 'smile', 'when', 'sum1', 'hurts', 'u', 'smile', 'becoz', 'someone', 'still', 'loves', 'to', 'see', 'u', 'smiling!!']",ham
1327,"['ur', 'balance', 'is', 'now', 'å£500', 'ur', 'next', 'question', 'is', 'who', 'sang', 'uptown', 'girl', 'in', 'the', '80s', '?', '2', 'answer', 'txt', 'ur', 'answer', 'to', '83600', 'good', 'luck!']",spam
233,"['yeshere', 'tv', 'is', 'always', 'available', 'in', 'work', 'place']",ham
3784,"['let', 'me', 'know', 'if', 'you', 'need', 'anything', 'else', 'salad', 'or', 'desert', 'or', 'something', 'how', 'many', 'beers', 'shall', 'i', 'get?']",ham
4768,"['watever', 'relation', 'u', 'built', 'up', 'in', 'dis', 'world', 'only', 'thing', 'which', 'remains', 'atlast', 'iz', 'lonlines', 'with', 'lotz', 'n', 'lot', 'memories!', 'feeling']",ham
4924,"['ok', 'let', 'u', 'noe', 'when', 'i', 'leave', 'my', 'house']",ham
5110,"['you', 'have', '1', 'new', 'message', 'please', 'call', '08715205273']",spam
3001,"['excellent', 'ill', 'see', 'what', 'rileys', 'plans', 'are']",ham
3928,"['yes', 'nigh', 'you', 'cant', 'aha']",ham
3834,"['im', 'thinking', 'that', 'chennai', 'forgot', 'to', 'come', 'for', 'auction']",ham
4334,"['now', 'u', 'sound', 'like', 'manky', 'scouse', 'boy', 'stevelike!', 'i', 'is', 'travelling', 'on', 'da', 'bus', 'homewot', 'has', 'u', 'inmind', '4', 'recreation', 'dis', 'eve?']",ham
2847,"['sad', 'story', 'of', 'a', 'man', '-', 'last', 'week', 'was', 'my', 'bday', 'my', 'wife', 'didnt', 'wish', 'me', 'my', 'parents', 'forgot', 'n', 'so', 'did', 'my', 'kids', 'i', 'went', 'to', 'work', 'even', 'my', 'colleagues', 'did', 'not', 'wish', 'as', 'i', 'entered', 'my', 'cabin', 'my', 'pa', 'said', 'happy', 'bday', 'boss', '!!', 'i', 'felt', 'special', 'she', 'askd', 'me', '4', 'lunch', 'after', 'lunch', 'she', 'invited', 'me', 'to', 'her', 'apartment', 'we', 'went', 'there', 'she', 'said', 'do', 'u', 'mind', 'if', 'i', 'go', 'into', 'the', 'bedroom', 'for', 'a', 'minute', '?', 'ok', 'i', 'sed', 'in', 'a', 'sexy', 'mood', 'she', 'came', 'out', '5', 'minuts', 'latr', 'wid', 'a', 'caken', 'my', 'wife', 'my', 'parents', 'my', 'kidz', 'my', 'friends', 'n', 'my', 'colleagues', 'all', 'screaming', 'surprise', '!!', 'and', 'i', 'was', 'waiting', 'on', 'the', 'sofa', 'naked!']",ham
4068,"['hope', 'youåõre', 'not', 'having', 'too', 'much', 'fun', 'without', 'me!!', 'see', 'u', 'tomorrow', 'love', 'jess', 'x']",ham
3719,"['yeah', 'why', 'not', 'is', 'the', 'gang', 'all', 'ready']",ham
3376,"['yup', 'wun', 'believe', 'wat?', 'u', 'really', 'neva', 'c', 'e', 'msg', 'i', 'sent', 'shuhui?']",ham
1228,"['free', 'entry', 'into', 'our', 'å£250', 'weekly', 'comp', 'just', 'send', 'the', 'word', 'enter', 'to', '84128', 'now', '18', 't&c', 'wwwtextcompcom', 'cust', 'care', '08712405020']",spam
4795,"['urgent', 'this', 'is', 'our', '2nd', 'attempt', 'to', 'contact', 'u', 'your', 'å£900', 'prize', 'from', 'yesterday', 'is', 'still', 'awaiting', 'collection', 'to', 'claim', 'call', 'now', '09061702893']",spam
192,"['hi', 'finally', 'i', 'completed', 'the', 'course']",ham
5031,"['ok', 'i', 'vldo', 'u', 'know', 'i', 'got', 'adsense', 'approved']",ham
2499,"['remember', 'to', 'ask', 'alex', 'about', 'his', 'pizza']",ham
1367,"['i', 'dont', 'know', 'same', 'thing', 'thats', 'wrong', 'everyso', 'often', 'he', 'panicks', 'starts', 'goin', 'on', 'bout', 'not', 'bein', 'good', 'enough', '‰û_']",ham
1653,"['wishing', 'you', 'and', 'your', 'family', 'merry', '\\x\\', 'mas', 'and', 'happy', 'new', 'year', 'in', 'advance']",ham
3961,"['you', 'have', 'been', 'specially', 'selected', 'to', 'receive', 'a', '\\3000', 'award!', 'call', '08712402050', 'before', 'the', 'lines', 'close', 'cost', '10ppm', '16+', 't&cs', 'apply', 'ag', 'promo']",spam
4788,"['were', 'on', 'the', 'opposite', 'side', 'from', 'where', 'we', 'dropped', 'you', 'off']",ham
5274,"['hi', 'hope', 'ur', 'day', '*', 'good!', 'back', 'from', 'walk', 'table', 'booked', 'for', 'half', 'eight', 'let', 'me', 'know', 'when', 'ur', 'coming', 'over']",ham
2246,"['back', '2', 'work', '2morro', 'half', 'term', 'over!', 'can', 'u', 'c', 'me', '2nite', '4', 'some', 'sexy', 'passion', 'b4', 'i', 'have', '2', 'go', 'back?', 'chat', 'now', '09099726481', 'luv', 'dena', 'calls', 'å£1/minmobsmorelkpobox177hp51fl']",spam
4291,['gwr'],ham
2412,"['lol', 'please', 'do', 'actually', 'send', 'a', 'pic', 'of', 'yourself', 'right', 'now', 'i', 'wanna', 'see', 'pose', 'with', 'a', 'comb', 'and', 'hair', 'dryer', 'or', 'something']",ham
131,"['dear', 'will', 'call', 'tmorrowpls', 'accomodate']",ham
2944,"['hey', 'babe', 'sorry', 'i', 'didnt', 'get', 'sooner', 'gary', 'can', 'come', 'and', 'fix', 'it', 'cause', 'he', 'thinks', 'he', 'knows', 'what', 'it', 'is', 'but', 'he', 'doesnt', 'go', 'as', 'far', 'a', 'ptbo', 'and', 'he', 'says', 'it', 'will', 'cost', '&lt;#&gt;', 'bucks', 'i', 'dont', 'know', 'if', 'it', 'might', 'be', 'cheaper', 'to', 'find', 'someone', 'there', '?', 'we', 'dont', 'have', 'any', 'second', 'hand', 'machines', 'at', 'all', 'right', 'now', 'let', 'me', 'know', 'what', 'you', 'want', 'to', 'do', 'babe']",ham
4553,"['try', 'to', 'do', 'something', 'dear', 'you', 'read', 'something', 'for', 'exams']",ham
1728,"['lol', 'yeah', 'at', 'this', 'point', 'i', 'guess', 'not']",ham
1210,"['guessin', 'you', 'aint', 'gonna', 'be', 'here', 'before', '9?']",ham
4390,"['the', 'greatest', 'test', 'of', 'courage', 'on', 'earth', 'is', 'to', 'bear', 'defeat', 'without', 'losing', 'heartgn', 'tc']",ham
695,"['good', 'good', 'job', 'i', 'like', 'entrepreneurs']",ham
5167,"['oh', 'did', 'you', 'charge', 'camera']",ham
365,"['well', 'i', 'know', 'z', 'will', 'take', 'care', 'of', 'me', 'so', 'no', 'worries']",ham
3494,"['wan2', 'win', 'a', 'meet+greet', 'with', 'westlife', '4', 'u', 'or', 'a', 'm8?', 'they', 'are', 'currently', 'on', 'what', 'tour?', '1unbreakable', '2untamed', '3unkempt', 'text', '12', 'or', '3', 'to', '83049', 'cost', '50p', '+std', 'text']",spam
4076,"['hey', 'sathya', 'till', 'now', 'we', 'dint', 'meet', 'not', 'even', 'a', 'single', 'time', 'then', 'how', 'can', 'i', 'saw', 'the', 'situation', 'sathya']",ham
4881,"['as', 'usual', 'u', 'can', 'call', 'me', 'ard', '10', 'smth']",ham
4306,"['i', 'guess', 'it', 'is', 'useless', 'calling', 'u', '4', 'something', 'important']",ham
4975,"['you', 'are', 'gorgeous!', 'keep', 'those', 'pix', 'cumming', 'thank', 'you!']",ham
3100,"['pathaya', 'enketa', 'maraikara', 'pa']",ham
5320,"['but', 'we', 'havent', 'got', 'da', 'topic', 'yet', 'rite?']",ham
1275,"['wot', 'u', 'up', '2', 'u', 'weirdo?']",ham
5229,"['it', 'means', 'u', 'could', 'not', 'keep', 'ur', 'words']",ham
4959,"['i', 'want', '&lt;#&gt;', 'rs', 'dado', 'you', 'have', 'it?']",ham
976,"['ok', 'i', 'shall', 'talk', 'to', 'him']",ham
4672,"['i', 'forgot', '2', 'ask', 'ì_', 'all', 'smth', 'theres', 'a', 'card', 'on', 'da', 'present', 'lei', 'how?', 'ìï', 'all', 'want', '2', 'write', 'smth', 'or', 'sign', 'on', 'it?']",ham
1010,"['lol', 'i', 'would', 'but', 'my', 'mom', 'would', 'have', 'a', 'fit', 'and', 'tell', 'the', 'whole', 'family', 'how', 'crazy', 'and', 'terrible', 'i', 'am']",ham
1239,"['hope', 'you', 'are', 'having', 'a', 'great', 'new', 'semester', 'do', 'wish', 'you', 'the', 'very', 'best', 'you', 'are', 'made', 'for', 'greatness']",ham
5084,"['hey', 'happy', 'birthday']",ham
3971,"['wot', 'u', 'up', '2', 'j?']",ham
1476,"['im', 'watching', 'lotr', 'w', 'my', 'sis', 'dis', 'aft', 'so', 'u', 'wan', '2', 'meet', 'me', '4', 'dinner', 'at', 'nite', 'a', 'not?']",ham
3977,"['reason', 'is', 'if', 'the', 'team', 'budget', 'is', 'available', 'at', 'last', 'they', 'buy', 'the', 'unsold', 'players', 'for', 'at', 'base', 'rate']",ham
4458,"['welcome', 'to', 'uk-mobile-date', 'this', 'msg', 'is', 'free', 'giving', 'you', 'free', 'calling', 'to', '08719839835', 'future', 'mgs', 'billed', 'at', '150p', 'daily', 'to', 'cancel', 'send', '\\go', 'stop\\', 'to', '89123']",spam
2510,"['er', 'yep', 'sure', 'props?']",ham
2037,"['hey', 'are', 'we', 'going', 'for', 'the', 'lo', 'lesson', 'or', 'gym?']",ham
2312,"['so', 'what', 'do', 'you', 'guys', 'do']",ham
2212,"['goodmorning', 'today', 'i', 'am', 'late', 'for', '2hrs', 'because', 'of', 'back', 'pain']",ham
873,"['ugh', 'its', 'been', 'a', 'long', 'day', 'im', 'exhausted', 'just', 'want', 'to', 'cuddle', 'up', 'and', 'take', 'a', 'nap']",ham
5249,"['k', 'im', 'leaving', 'soon', 'be', 'there', 'a', 'little', 'after', '9']",ham
3769,"['love', 'it!', 'the', 'girls', 'at', 'the', 'office', 'may', 'wonder', 'why', 'you', 'are', 'smiling', 'but', 'sore']",ham
2396,"['neshanthtel', 'me', 'who', 'r', 'u?']",ham
3625,"['yeah', 'right!', 'ill', 'bring', 'my', 'tape', 'measure', 'fri!']",ham
1642,"['u', 'will', 'switch', 'your', 'fone', 'on', 'dammit!!']",ham
4682,"['ok', 'u', 'can', 'take', 'me', 'shopping', 'when', 'u', 'get', 'paid', '=d']",ham
2955,"['yes', 'there', 'were', 'many', 'sweets']",ham
828,"['sorry', 'light', 'turned', 'green', 'i', 'meant', 'another', 'friend', 'wanted', '&lt;#&gt;', 'worth', 'but', 'he', 'may', 'not', 'be', 'around']",ham
1671,"['urgent!', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'å£800', 'prize', 'guaranteed', 'call', '09050001295', 'from', 'land', 'line', 'claim', 'a21', 'valid', '12hrs', 'only']",spam
5428,"['you', 'didnt', 'complete', 'your', 'gist', 'oh']",ham
3259,"['im', 'always', 'looking', 'for', 'an', 'excuse', 'to', 'be', 'in', 'the', 'city']",ham
5016,"['dear', '0776xxxxxxx', 'uve', 'been', 'invited', 'to', 'xchat', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'u!', 'txt', 'chat', 'to', '86688', '150p/msgrcvdhg/suite342/2lands/row/w1j6hl', 'ldn', '18yrs']",spam
1640,"['hi', 'where', 'are', 'you?', 'were', 'at', 'and', 'theyre', 'not', 'keen', 'to', 'go', 'out', 'i', 'kind', 'of', 'am', 'but', 'feel', 'i', 'shouldnt', 'so', 'can', 'we', 'go', 'out', 'tomo', 'dont', 'mind', 'do', 'you?']",ham
5481,"['shall', 'call', 'now', 'dear', 'having', 'food']",ham
380,"['i', 'guess', 'thats', 'why', 'you', 're', 'worried', 'you', 'must', 'know', 'that', 'theres', 'a', 'way', 'the', 'body', 'repairs', 'itself', 'and', 'im', 'quite', 'sure', 'you', 'shouldnt', 'worry', 'well', 'take', 'it', 'slow', 'first', 'the', 'tests', 'they', 'will', 'guide', 'when', 'your', 'ovulation', 'is', 'then', 'just', 'relax', 'nothing', 'youve', 'said', 'is', 'a', 'reason', 'to', 'worry', 'but', 'ill', 'keep', 'on', 'followin', 'you', 'up']",ham
52,"['k', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'hes', 'crashing', 'at', 'our', 'place', 'tonight']",ham
942,"['how', 'about', 'getting', 'in', 'touch', 'with', 'folks', 'waiting', 'for', 'company?', 'just', 'txt', 'back', 'your', 'name', 'and', 'age', 'to', 'opt', 'in!', 'enjoy', 'the', 'community', '150p/sms']",spam
875,"['shop', 'till', 'u', 'drop', 'is', 'it', 'you', 'either', '10k', '5k', 'å£500', 'cash', 'or', 'å£100', 'travel', 'voucher', 'call', 'now', '09064011000', 'ntt', 'po', 'box', 'cr01327bt', 'fixedline', 'cost', '150ppm', 'mobile', 'vary']",spam
5378,"['free', 'entry', 'to', 'the', 'gr8prizes', 'wkly', 'comp', '4', 'a', 'chance', 'to', 'win', 'the', 'latest', 'nokia', '8800', 'psp', 'or', 'å£250', 'cash', 'every', 'wktxt', 'great', 'to', '80878', 'http//wwwgr8prizescom', '08715705022']",spam
4690,"['surly', 'ill', 'give', 'it', 'to', 'you-', 'while', 'coming', 'to', 'review']",ham
3969,"['thats', 'the', 'trouble', 'with', 'classes', 'that', 'go', 'well', '-', 'youre', 'due', 'a', 'dodgey', 'one', '‰û_', 'expecting', 'mine', 'tomo!', 'see', 'you', 'for', 'recovery', 'same', 'time', 'same', 'place']",ham
4126,"['sorry', 'ill', 'call', 'later']",ham
1416,"['nofew', 'hours', 'beforewent', 'to', 'hair', 'cut']",ham
1431,"['my', 'painful', 'personal', 'thought-', '\\i', 'always', 'try', 'to', 'keep', 'everybody', 'happy', 'all', 'the', 'time', 'but', 'nobody', 'recognises', 'me', 'when', 'i', 'am', 'alone\\']",ham
866,"['same', 'here', 'but', 'i', 'consider', 'walls', 'and', 'bunkers', 'and', 'shit', 'important', 'just', 'because', 'i', 'never', 'play', 'on', 'peaceful', 'but', 'i', 'guess', 'your', 'place', 'is', 'high', 'enough', 'that', 'it', 'dont', 'matter']",ham
1896,"['aight', 'sounds', 'good', 'when', 'do', 'you', 'want', 'me', 'to', 'come', 'down?']",ham
566,"['oooh', 'bed', 'ridden', 'ey?', 'what', 'are', 'you', 'thinking', 'of?']",ham
5232,"['you', 'are', 'chosen', 'to', 'receive', 'a', 'å£350', 'award!', 'pls', 'call', 'claim', 'number', '09066364311', 'to', 'collect', 'your', 'award', 'which', 'you', 'are', 'selected', 'to', 'receive', 'as', 'a', 'valued', 'mobile', 'customer']",spam
2348,"['yar', 'else', 'ill', 'thk', 'of', 'all', 'sorts', 'of', 'funny', 'things']",ham
5558,"['sorry', 'ill', 'call', 'later']",ham
1776,"['buy', 'space', 'invaders', '4', 'a', 'chance', '2', 'win', 'orig', 'arcade', 'game', 'console', 'press', '0', 'for', 'games', 'arcade', 'std', 'wap', 'charge', 'see', 'o2couk/games', '4', 'terms', '+', 'settings', 'no', 'purchase']",spam
940,"['no', 'we', 'sell', 'it', 'all', 'so', 'well', 'have', 'tons', 'if', 'coins', 'then', 'sell', 'our', 'coins', 'to', 'someone', 'thru', 'paypal', 'voila!', 'money', 'back', 'in', 'life', 'pockets']",ham
3774,"['hi!', 'you', 'just', 'spoke', 'to', 'maneesha', 'v', 'wed', 'like', 'to', 'know', 'if', 'you', 'were', 'satisfied', 'with', 'the', 'experience', 'reply', 'toll', 'free', 'with', 'yes', 'or', 'no']",ham
56,"['congrats!', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now!', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'all', '4', 'free!', 'bx420-ip4-5we', '150pm', 'dont', 'miss', 'out!']",spam
2523,"['free', 'entry', 'into', 'our', 'å£250', 'weekly', 'comp', 'just', 'send', 'the', 'word', 'win', 'to', '80086', 'now', '18', 't&c', 'wwwtxttowincouk']",spam
5477,"['what', 'today-sundaysunday', 'is', 'holidayso', 'no', 'work']",ham
5032,"['*', 'was', 'really', 'good', 'to', 'see', 'you', 'the', 'other', 'day', 'dudette', 'been', 'missing', 'you!']",ham
1418,"['lmao', 'take', 'a', 'pic', 'and', 'send', 'it', 'to', 'me']",ham
3393,"['bull', 'your', 'plan', 'was', 'to', 'go', 'floating', 'off', 'to', 'ikea', 'with', 'me', 'without', 'a', 'care', 'in', 'the', 'world', 'so', 'i', 'have', 'to', 'live', 'with', 'your', 'mess', 'another', 'day']",ham
4070,"['ive', 'reached', 'home', 'n', 'i', 'bathe', 'liao', 'u', 'can', 'call', 'me', 'now']",ham
4338,"['just', 'got', 'outta', 'class', 'gonna', 'go', 'gym']",ham
538,"['ummmmmaah', 'many', 'many', 'happy', 'returns', 'of', 'd', 'day', 'my', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",ham
1845,"['its', 'on', 'in', 'engalnd!', 'but', 'telly', 'has', 'decided', 'it', 'wont', 'let', 'me', 'watch', 'it', 'and', 'mia', 'and', 'elliot', 'were', 'kissing!', 'damn', 'it!']",ham
3412,"['where', 'do', 'you', 'need', 'to', 'go', 'to', 'get', 'it?']",ham
3080,"['have', 'a', 'great', 'trip', 'to', 'india', 'and', 'bring', 'the', 'light', 'to', 'everyone', 'not', 'just', 'with', 'the', 'project', 'but', 'with', 'everyone', 'that', 'is', 'lucky', 'to', 'see', 'you', 'smile', 'bye', 'abiola']",ham
1459,"['bought', 'one', 'ringtone', 'and', 'now', 'getting', 'texts', 'costing', '3', 'pound', 'offering', 'more', 'tones', 'etc']",spam
4445,"['merry', 'christmas', 'to', 'u', 'too', 'annie!']",ham
2598,"['gosh', 'that', 'what', 'a', 'pain', 'spose', 'i', 'better', 'come', 'then']",ham
4256,"['important', 'information', '4', 'orange', 'user', 'today', 'is', 'your', 'lucky', 'day!2find', 'out', 'why', 'log', 'onto', 'http//wwwurawinnercom', 'theres', 'a', 'fantastic', 'surprise', 'awaiting', 'you!']",spam
3548,"['i', 'got', 'like', '$', '&lt;#&gt;', 'i', 'can', 'get', 'some', 'more', 'later', 'though', 'get', 'whatever', 'you', 'feel', 'like']",ham
3711,"['wat', 'u', 'doing', 'there?']",ham
246,"['i', 'asked', 'you', 'to', 'call', 'him', 'now', 'ok']",ham
3717,"['cool', 'do', 'you', 'like', 'swimming?', 'i', 'have', 'a', 'pool', 'and', 'jacuzzi', 'at', 'my', 'house']",ham
1014,"['ya', 'toldshe', 'was', 'asking', 'wats', 'matter?']",ham
4916,"['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', '2', 'contact', 'u', 'u', 'have', 'won', 'the', '750', 'pound', 'prize', '2', 'claim', 'is', 'easy', 'call', '08712101358', 'now!', 'only', '10p', 'per', 'min', 'bt-national-rate']",spam
3302,"['itll', 'be', 'tough', 'but', 'ill', 'do', 'what', 'i', 'have', 'to']",ham
778,"['happy', 'new', 'year', 'my', 'dear', 'brother', 'i', 'really', 'do', 'miss', 'you', 'just', 'got', 'your', 'number', 'and', 'decided', 'to', 'send', 'you', 'this', 'text', 'wishing', 'you', 'only', 'happiness', 'abiola']",ham
2147,"['i', 'will', 'once', 'i', 'get', 'home']",ham
3165,"['hot', 'live', 'fantasies', 'call', 'now', '08707509020', 'just', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k']",spam
3797,"['feb', '&lt;#&gt;', 'is', '\\i', 'love', 'u\\', 'day', 'send', 'dis', 'to', 'all', 'ur', '\\valued', 'frnds\\', 'evn', 'me', 'if', '3', 'comes', 'back', 'ull', 'gt', 'married', 'd', 'person', 'u', 'luv!', 'if', 'u', 'ignore', 'dis', 'u', 'will', 'lose', 'ur', 'luv', '4', 'evr']",ham
872,"['ill', 'text', 'you', 'when', 'i', 'drop', 'x', 'off']",ham
4201,"['are', 'you', 'happy', 'baby', '?', 'are', 'you', 'alright', '?', 'did', 'you', 'take', 'that', 'job', '?', 'i', 'hope', 'your', 'fine', 'i', 'send', 'you', 'a', 'kiss', 'to', 'make', 'you', 'smile', 'from', 'across', 'the', 'sea', '*kiss*', '*kiss*']",ham
4008,"['ha', 'then', 'we', 'must', 'walk', 'to', 'everywhere', 'cannot', 'take', 'tram', 'my', 'cousin', 'said', 'can', 'walk', 'to', 'vic', 'market', 'from', 'our', 'hotel']",ham
4230,"['u', 'really', 'pig', 'leh', 'sleep', 'so', 'much', 'my', 'dad', 'wake', 'me', 'up', 'at', '10', 'smth', '2', 'eat', 'lunch', 'today']",ham
1842,"['super', 'dagood', 'replacement', 'for', 'murali']",ham
1154,"['did', 'u', 'find', 'a', 'sitter', 'for', 'kaitlyn?', 'i', 'was', 'sick', 'and', 'slept', 'all', 'day', 'yesterday']",ham
2723,"['nope', 'c', 'ì_', 'then']",ham
520,"['but', 'thats', 'on', 'ebay', 'it', 'might', 'be', 'less', 'elsewhere']",ham
4320,"['k', 'jason', 'says', 'hes', 'gonna', 'be', 'around', 'so', 'ill', 'be', 'up', 'there', 'around', '&lt;#&gt;']",ham
5202,"['wot', 'student', 'discount', 'can', 'u', 'get', 'on', 'books?']",ham
901,"['how', 'is', 'it', 'possible', 'to', 'teach', 'you', 'and', 'where']",ham
4955,"['ahhhhjust', 'woken', 'up!had', 'a', 'bad', 'dream', 'about', 'u', 'thoso', 'i', 'dont', 'like', 'u', 'right', 'now', 'i', 'didnt', 'know', 'anything', 'about', 'comedy', 'night', 'but', 'i', 'guess', 'im', 'up', 'for', 'it']",ham
530,"['private!', 'your', '2003', 'account', 'statement', 'for', '07815296484', 'shows', '800', 'un-redeemed', 'sim', 'points', 'call', '08718738001', 'identifier', 'code', '41782', 'expires', '18/11/04']",spam
5044,"['we', 'have', 'sent', 'jd', 'for', 'customer', 'service', 'cum', 'accounts', 'executive', 'to', 'ur', 'mail', 'id', 'for', 'details', 'contact', 'us']",ham
4784,"['urgent', '-call', '09066649731from', 'landline', 'your', 'complimentary', '4*', 'ibiza', 'holiday', 'or', 'å£10000', 'cash', 'await', 'collection', 'sae', 't&cs', 'po', 'box', '434', 'sk3', '8wp', '150ppm', '18+']",spam
898,"['thursday', 'night?', 'yeah', 'sure', 'thing', 'well', 'work', 'it', 'out', 'then']",ham
1502,"['don', 'no', 'dawhats', 'you', 'plan?']",ham
124,"['ìï', 'predict', 'wat', 'time', 'ì_ll', 'finish', 'buying?']",ham
3186,"['howz', 'that', 'persons', 'story']",ham
2999,"['id', 'onluy', 'matters', 'when', 'getting', 'on', 'from', 'offcampus']",ham
4264,"['&lt;decimal&gt;', 'm', 'but', 'its', 'not', 'a', 'common', 'car', 'here', 'so', 'its', 'better', 'to', 'buy', 'from', 'china', 'or', 'asia', 'or', 'if', 'i', 'find', 'it', 'less', 'expensive', 'ill', 'holla']",ham
1818,"['dunno', 'dats', 'wat', 'he', 'told', 'me', 'ok', 'lor']",ham
1467,"['i', 'wont', 'touch', 'you', 'with', 'out', 'your', 'permission']",ham
2738,"['are', 'you', 'this', 'much', 'buzy']",ham
4726,"['had', 'your', 'mobile', '10', 'mths?', 'update', 'to', 'the', 'latest', 'camera/video', 'phones', 'for', 'free', 'keep', 'ur', 'same', 'number', 'get', 'extra', 'free', 'mins/texts', 'text', 'yes', 'for', 'a', 'call']",spam
1986,"['no', 'callsmessagesmissed', 'calls']",ham
497,"['some', 'of', 'them', 'told', 'accenture', 'is', 'not', 'confirm', 'is', 'it', 'true']",ham
3240,"['ok', 'ive', 'sent', 'u', 'da', 'latest', 'version', 'of', 'da', 'project']",ham
